gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,chat_luong_giac_ngu,so_lan_vang_mat,gpa
17.8,8.0,6.92,1,14.3,0,7.1,4.2,3,4.39
30.3,8.04,7.21,1,14.6,1,8.1,6.2,1,5.71
22.3,8.14,6.9,1,24.8,1,7.1,7.3,3,4.26
32.3,5.81,8.24,1,8.3,0,17.6,3.2,4,5.04
14.4,8.51,6.74,0,16.8,0,10.1,9.3,1,4.41
33.3,6.93,8.28,0,14.7,0,17.3,6.0,4,5.72
38.3,7.14,6.9,0,13.7,0,7.0,7.1,5,5.23
10.1,10.0,6.14,0,10.2,0,12.6,7.7,3,4.67
33.7,7.8,7.68,0,11.7,0,9.8,4.6,1,5.87
42.3,7.11,6.7,1,13.0,0,10.0,10.0,3,6.18
17.9,5.29,7.62,0,17.5,1,18.1,7.2,2,3.04
46.7,8.89,4.27,0,19.3,1,3.8,6.5,4,4.53
34.2,6.15,7.01,1,6.1,0,10.4,5.3,7,3.92
22.9,6.5,6.54,0,9.0,0,9.0,7.3,2,3.7
29.4,7.17,5.94,0,17.7,0,16.2,4.6,1,3.28
35.6,8.92,6.45,0,18.2,0,12.3,7.2,2,5.59
30.8,8.27,6.43,1,7.7,0,11.7,9.1,4,5.69
35.4,7.34,6.95,0,19.4,1,9.5,8.7,2,5.17
20.8,7.81,5.63,1,14.9,1,17.2,6.2,1,3.54
31.7,6.9,7.32,1,18.7,1,20.0,6.6,5,4.47
15.9,7.64,8.37,0,10.7,0,7.0,7.8,3,5.33
28.9,7.57,7.28,0,8.0,1,9.4,8.8,4,5.39
21.0,8.47,7.81,1,13.5,1,26.2,9.3,2,5.98
22.6,8.47,8.09,1,13.7,0,3.1,9.4,2,7.47
42.4,7.99,8.24,0,13.4,1,8.0,5.6,5,6.52
40.9,7.14,8.87,0,13.0,1,2.3,8.1,2,7.8
36.1,8.24,6.5,0,23.5,1,11.0,4.9,1,4.8
19.1,7.41,6.28,0,6.5,0,4.9,6.3,4,3.37
26.8,6.42,7.78,1,10.8,0,5.0,5.2,1,5.47
42.1,7.1,7.71,0,12.9,1,2.4,5.3,1,6.15
31.4,7.58,7.78,0,15.1,0,8.9,7.4,3,5.43
53.2,8.41,8.89,1,18.6,1,12.8,6.0,6,8.18
33.9,7.32,7.01,0,19.3,0,3.2,7.4,3,5.35
31.9,6.29,7.43,1,20.4,1,2.5,5.2,2,4.42
26.9,7.56,6.02,1,17.4,0,12.1,7.7,4,4.15
31.3,7.61,9.14,0,6.3,0,1.2,6.4,3,7.23
28.5,7.69,6.66,0,6.7,1,13.5,6.6,4,4.51
37.1,8.42,6.69,0,20.7,0,14.6,5.0,3,5.15
39.6,8.52,6.65,1,20.4,0,6.3,8.5,3,6.41
22.1,6.91,6.36,1,18.2,1,5.5,7.2,5,3.19
16.7,6.88,6.27,0,10.9,0,6.6,7.8,1,3.11
11.6,6.46,6.48,1,13.4,0,3.9,5.1,1,3.13
35.1,8.2,5.63,1,13.0,1,5.3,8.0,3,4.81
19.0,8.95,6.21,0,9.9,0,10.4,7.1,4,4.7
8.5,7.18,8.95,0,16.3,0,11.9,6.3,3,4.59
33.9,7.26,7.74,1,25.8,1,5.1,9.1,5,5.41
54.9,8.97,7.93,0,12.5,0,4.6,7.6,2,8.96
29.9,8.01,8.18,1,21.5,1,6.9,7.7,3,6.57
38.4,7.94,8.83,1,10.6,0,4.1,4.1,1,8.03
30.8,6.31,5.23,0,7.3,0,10.0,8.6,4,2.89
29.0,8.18,5.77,1,19.9,0,6.7,7.7,3,4.25
39.2,6.57,6.2,0,13.9,0,4.0,8.9,6,4.17
27.1,6.37,6.53,1,21.4,1,3.4,6.1,1,3.69
32.7,7.15,6.7,0,22.4,0,8.0,5.9,3,4.22
33.2,6.91,6.55,1,13.6,0,10.4,9.4,4,4.79
23.3,7.28,7.22,1,21.7,1,12.6,8.4,2,4.66
39.9,6.06,7.04,0,10.6,1,21.1,4.9,0,4.94
28.3,8.46,6.28,0,10.5,1,4.8,7.0,1,5.23
22.4,8.63,4.82,1,20.4,0,6.8,8.5,4,3.51
35.4,5.55,6.01,1,7.3,0,18.9,7.3,1,3.93
21.0,8.48,6.45,0,15.0,0,3.3,6.2,1,4.67
30.3,6.69,6.75,1,21.2,0,4.5,6.0,1,4.22
29.9,8.36,5.87,1,21.6,0,14.1,7.1,2,4.74
40.9,7.43,6.51,0,12.8,0,17.1,8.5,3,5.27
34.7,7.53,5.87,1,20.0,1,25.1,5.5,3,3.44
29.7,7.31,6.87,0,9.4,0,23.1,3.8,6,4.28
38.2,8.71,5.93,1,11.7,0,0.5,6.4,9,5.58
43.9,6.26,6.15,0,16.2,1,8.6,7.7,1,4.43
35.6,8.11,5.69,0,16.9,0,11.3,8.0,4,3.86
30.1,8.6,6.85,0,9.8,1,9.5,5.5,2,5.07
16.9,8.22,6.13,1,24.3,1,16.3,7.4,3,3.1
19.3,9.82,7.91,0,5.6,0,3.7,6.0,1,6.61
26.9,6.97,7.41,0,15.3,0,8.3,8.1,1,5.0
23.9,8.46,6.93,0,16.0,0,14.6,6.8,3,4.82
28.1,7.39,6.2,0,6.3,1,3.5,8.3,3,4.32
30.6,8.73,7.38,0,21.6,0,4.6,7.1,0,5.83
35.3,7.49,7.69,1,11.3,0,11.0,7.8,3,6.38
29.3,7.11,7.14,0,15.5,0,11.0,6.3,5,4.13
34.9,8.81,8.6,1,16.6,0,25.9,5.9,1,7.73
30.6,7.01,7.46,0,7.7,1,6.9,6.6,3,5.15
10.2,6.09,7.91,1,9.6,1,6.4,7.9,0,4.16
20.6,6.98,7.13,0,22.8,0,16.9,10.0,8,3.31
28.6,8.12,7.68,1,14.7,0,5.8,8.9,1,6.9
17.9,8.89,6.2,0,1.5,0,12.1,9.3,1,5.89
36.0,7.61,6.54,0,13.5,1,11.3,6.8,3,4.59
45.3,8.82,7.35,0,14.8,0,14.7,6.2,1,7.19
42.2,6.14,7.34,0,16.1,1,13.9,3.7,4,4.33
27.9,7.06,7.51,0,5.0,0,14.1,6.1,3,5.5
44.9,7.21,8.1,1,14.9,0,10.7,4.9,1,6.95
31.5,7.39,5.58,1,10.8,0,14.1,8.2,1,4.69
26.6,7.58,6.03,0,16.1,0,6.5,6.7,3,4.03
23.9,8.19,7.23,0,17.5,1,6.2,5.0,5,4.2
27.0,7.06,6.28,1,17.0,0,18.4,7.8,1,3.93
26.1,7.64,10.0,1,22.0,1,17.6,7.5,7,7.13
31.7,7.45,7.52,0,26.0,1,9.8,5.3,1,4.51
31.6,6.57,6.92,0,9.3,1,9.3,9.3,5,4.87
30.0,7.39,6.48,0,13.1,0,6.1,5.9,3,4.43
34.4,7.36,6.52,0,18.7,0,22.9,7.9,1,4.38
41.9,7.33,7.03,0,14.4,0,1.0,6.8,3,5.71
39.5,7.53,7.11,1,1.4,1,23.2,9.5,2,7.15
15.2,7.58,6.54,0,14.0,0,5.0,8.4,2,3.87
4.5,7.07,6.73,0,21.2,0,12.0,5.4,7,0.91
39.3,8.77,8.34,1,8.0,1,9.2,9.7,4,8.77
16.3,6.33,8.38,0,16.1,0,10.5,5.1,2,4.03
27.8,6.78,7.25,0,5.5,0,23.1,5.4,4,4.78
18.3,10.0,5.66,0,19.4,0,6.5,9.4,2,4.92
12.0,6.46,7.54,0,16.2,1,5.1,7.0,1,3.32
35.4,6.15,8.55,1,12.2,0,7.6,7.5,1,6.2
37.6,8.23,8.37,0,12.9,1,5.0,7.6,4,7.13
24.2,5.42,7.73,1,7.5,0,10.0,5.4,0,4.45
4.1,7.26,8.42,1,20.0,1,11.2,9.8,4,4.42
24.5,9.65,7.05,0,11.0,0,10.2,10.0,2,6.83
33.9,5.96,7.63,1,17.5,0,23.6,4.2,6,4.29
15.2,5.52,6.32,1,10.2,1,5.4,6.3,4,2.18
31.8,6.0,7.29,1,26.0,0,37.2,8.0,4,3.87
29.8,8.4,8.33,0,22.8,0,10.4,6.8,5,5.83
35.8,8.62,6.41,0,25.4,0,2.1,6.2,3,4.64
31.2,6.99,6.14,1,26.0,0,4.2,7.8,0,4.46
20.3,8.18,7.1,0,11.8,0,13.4,8.0,5,4.63
42.0,8.89,6.77,0,10.6,0,18.9,9.5,3,6.76
28.4,9.29,7.65,1,25.1,0,10.5,4.4,3,5.62
29.7,7.25,6.55,0,14.3,0,3.4,5.5,0,4.41
20.7,5.2,8.72,0,19.2,0,3.3,5.9,1,4.2
25.6,6.68,5.71,1,11.9,1,11.6,10.0,2,4.08
21.2,7.07,8.25,1,12.0,1,4.5,9.3,4,6.12
28.3,7.24,6.24,1,19.1,0,2.2,7.4,1,4.35
47.1,7.31,5.2,0,5.2,0,12.7,6.9,2,4.82
16.3,8.62,7.24,1,18.9,0,5.8,7.7,2,5.31
13.9,8.77,6.75,1,17.6,1,8.4,8.8,4,4.42
44.7,7.33,5.89,0,12.3,0,5.4,6.6,2,5.17
27.9,8.6,5.32,0,15.1,0,23.4,7.4,4,3.63
23.3,7.86,6.99,1,15.9,0,3.4,6.5,3,4.82
40.4,7.56,7.98,0,16.2,0,3.2,4.9,4,5.5
23.9,8.41,7.58,0,18.5,0,16.7,4.3,5,4.61
48.3,7.57,7.06,0,10.9,0,0.6,6.0,3,6.18
36.8,9.56,7.48,0,28.5,0,29.8,6.4,2,5.97
25.1,6.06,6.97,0,14.0,0,11.3,7.7,4,2.88
51.6,6.98,5.57,1,14.3,0,15.5,7.4,7,4.37
23.9,7.37,5.58,0,24.7,0,9.0,4.9,4,2.18
37.4,7.94,6.8,0,5.9,0,3.1,7.0,0,6.41
33.0,8.77,6.84,0,24.7,0,12.2,6.2,1,5.15
43.0,7.48,7.85,0,15.5,0,20.1,6.6,6,5.98
45.6,6.08,7.76,0,12.3,1,3.9,7.1,8,5.02
30.3,8.34,7.61,0,9.4,0,7.6,8.9,3,6.66
22.5,8.25,6.72,0,8.7,1,4.4,6.3,5,4.47
34.6,5.56,5.62,0,13.3,0,13.3,9.5,4,3.19
23.2,7.5,7.41,0,16.4,0,11.8,5.0,1,4.56
50.1,5.91,7.53,1,18.1,1,27.2,5.7,3,5.04
31.4,6.84,4.61,0,16.3,1,4.8,6.9,4,1.82
26.3,6.6,6.17,1,12.4,0,14.6,5.2,5,3.29
31.8,8.31,6.31,0,21.7,0,11.2,5.0,0,4.78
16.5,7.62,7.12,0,28.4,0,15.1,7.1,4,3.48
20.3,6.21,6.2,1,22.5,1,4.8,5.0,1,2.66
42.0,8.38,6.96,0,13.2,1,1.5,5.6,6,5.39
23.4,6.07,6.79,0,17.5,1,7.7,6.9,8,2.5
19.5,7.83,6.84,0,17.8,0,8.4,9.6,1,4.28
35.4,6.69,6.28,0,23.0,1,25.9,6.7,5,3.15
41.9,7.13,6.36,1,13.3,0,4.4,7.2,3,5.52
37.2,8.0,5.92,1,10.2,0,12.8,5.3,4,4.71
40.0,8.02,7.38,0,20.7,1,2.3,5.4,2,5.56
22.4,8.84,7.57,0,17.0,1,5.8,3.6,1,4.92
15.8,7.42,6.23,1,9.5,0,4.0,5.5,4,3.45
45.0,7.81,8.52,0,18.5,0,11.5,8.1,5,7.53
26.8,7.06,6.69,1,24.2,0,8.2,6.1,1,4.09
27.5,7.68,8.53,1,11.5,1,9.5,7.2,0,7.45
43.3,7.94,6.36,0,10.5,0,4.4,7.3,2,5.64
35.6,7.4,4.97,0,15.2,0,1.4,8.1,2,4.15
34.6,5.7,7.4,1,18.4,0,5.1,9.5,2,5.41
51.7,7.83,7.25,0,14.6,0,12.7,7.9,0,7.47
23.6,7.86,7.03,0,20.7,0,14.0,6.6,3,4.7
39.3,6.82,6.36,0,16.3,0,9.9,8.2,5,4.18
30.6,6.22,6.97,0,20.1,1,13.7,7.5,0,3.72
32.7,8.98,6.49,1,11.4,0,3.8,3.6,2,5.93
45.3,7.99,6.7,0,8.9,0,10.6,5.2,4,5.79
35.1,7.27,7.84,0,13.3,0,16.2,6.7,1,5.83
35.4,6.36,7.18,1,8.3,0,2.6,6.1,3,5.33
40.7,6.68,7.61,0,17.0,0,5.4,6.8,1,5.65
26.4,8.8,6.77,1,4.9,0,6.1,3.4,0,5.72
21.6,7.64,6.66,1,12.7,1,3.8,8.3,4,4.45
19.6,6.95,5.85,1,13.6,0,2.2,6.9,1,3.29
10.3,8.01,6.63,0,9.8,0,19.2,8.8,5,3.54
50.6,6.69,3.68,1,13.5,1,12.4,7.0,1,3.4
19.0,9.0,6.41,0,15.0,0,7.6,7.3,2,4.56
27.8,8.85,6.92,0,21.3,0,4.6,5.4,3,4.91
27.2,7.03,7.56,0,9.8,0,2.3,5.2,3,4.78
33.1,6.87,6.73,1,16.8,1,4.9,7.2,3,4.82
38.2,4.88,7.35,0,17.8,0,15.6,7.0,6,3.37
38.6,6.02,4.82,1,14.9,1,22.0,4.5,6,2.07
24.2,6.16,6.94,0,12.5,1,19.7,8.4,3,3.63
28.3,7.64,5.32,1,9.3,0,4.9,7.1,2,3.91
32.8,7.17,5.79,0,24.5,0,2.9,6.2,5,3.01
27.5,6.15,6.81,1,15.4,0,6.5,5.7,3,3.93
46.1,7.22,8.28,1,13.4,0,8.6,8.1,5,7.44
34.9,8.01,7.37,1,25.6,0,9.6,6.0,4,5.06
37.3,8.03,7.02,1,16.1,0,6.2,7.4,6,5.85
36.6,5.6,6.98,1,27.7,1,3.9,6.7,2,3.96
41.7,7.37,6.29,0,7.9,1,18.9,6.2,2,5.13
31.8,6.12,6.46,1,13.8,0,11.5,5.1,3,3.32
17.0,8.4,7.43,0,8.1,1,7.3,9.0,2,5.45
34.0,8.28,5.61,0,14.4,0,5.2,5.5,3,4.13
23.5,6.6,7.59,1,14.4,0,4.5,5.7,3,4.28
24.7,6.73,6.61,0,12.7,0,23.7,9.0,1,4.34
35.9,7.04,7.83,0,15.3,0,0.9,6.8,1,6.29
42.4,5.25,7.96,0,13.0,1,7.8,7.5,5,4.83
30.2,7.84,5.33,0,14.4,1,20.0,9.3,1,4.18
33.1,7.23,6.42,0,11.2,0,9.8,9.2,7,4.52
47.0,8.47,6.14,0,22.2,0,15.7,6.2,3,5.33
32.4,6.4,5.19,0,9.5,0,14.7,8.7,1,3.7
56.0,6.88,5.97,1,16.1,0,16.5,4.6,2,5.43
35.7,5.99,9.44,0,9.0,0,41.2,4.4,1,6.21
12.4,6.5,7.61,1,10.8,0,15.0,7.1,3,3.76
37.5,6.32,8.92,1,11.4,0,1.8,6.9,9,6.22
33.8,8.5,7.83,0,14.3,0,27.5,8.0,2,6.67
42.9,6.8,6.26,0,15.9,0,13.3,7.8,0,5.14
36.7,7.62,6.62,0,9.5,0,15.1,8.0,3,5.46
28.6,7.12,7.59,1,12.9,0,3.0,9.4,2,5.99
17.8,6.23,7.44,1,10.0,1,7.6,9.9,2,4.61
27.9,7.33,6.42,1,9.8,0,21.5,8.3,4,4.58
21.5,8.1,5.49,1,20.7,0,8.7,7.0,4,3.44
24.2,6.29,10.0,1,8.0,0,9.0,6.7,4,6.76
35.9,8.31,6.86,1,15.4,0,19.3,7.0,3,5.6
46.7,6.65,6.67,1,23.5,0,1.1,6.1,0,5.25
33.9,7.02,7.11,1,21.0,0,2.2,8.4,4,5.53
18.0,8.03,6.76,1,17.1,1,2.5,8.6,1,4.94
34.4,6.84,7.12,0,14.9,1,8.6,6.0,2,4.54
42.0,7.54,8.29,1,18.7,1,7.5,6.8,7,6.49
23.9,7.19,6.88,1,16.8,0,10.7,4.3,3,3.68
28.7,7.63,5.84,0,22.1,1,1.9,6.9,5,3.04
30.1,5.12,6.84,0,14.3,0,7.1,7.1,2,3.72
22.2,5.67,6.54,1,20.0,0,5.6,5.3,3,2.77
36.5,8.12,8.42,0,13.4,0,19.3,6.2,1,7.09
28.8,8.54,8.17,1,24.5,0,3.6,5.3,3,5.58
34.2,6.59,7.11,0,14.2,0,6.7,4.6,1,4.61
21.1,7.26,5.72,1,6.9,0,11.3,9.2,1,4.27
25.6,7.79,5.77,0,15.4,0,5.1,4.6,0,3.54
37.2,8.19,7.02,0,18.8,1,28.3,7.2,1,5.39
26.3,5.47,7.34,1,23.1,0,14.7,8.5,4,3.84
47.3,6.61,6.63,0,10.0,0,12.3,9.1,4,5.62
26.0,7.17,6.52,1,6.3,0,11.4,5.4,5,4.33
32.2,8.2,6.41,0,17.5,1,5.6,8.9,2,5.25
39.3,10.0,6.98,1,17.3,0,0.8,7.2,5,7.21
15.8,7.27,4.62,0,7.9,0,9.6,7.9,1,2.41
12.4,6.09,5.9,0,13.4,0,8.5,9.6,3,1.95
14.7,7.9,6.37,1,13.6,0,4.9,7.9,4,3.92
42.6,8.82,8.21,0,19.1,1,17.7,5.6,3,7.46
24.5,7.61,6.19,1,12.9,1,10.6,3.9,1,3.58
55.6,6.59,7.18,1,12.8,1,0.9,8.0,5,6.76
24.4,8.46,7.23,0,15.6,0,8.9,7.6,5,5.13
31.8,8.16,8.3,0,8.1,0,8.8,5.8,4,6.67
45.4,6.47,8.26,0,24.5,1,9.0,7.3,2,6.14
50.1,7.88,6.94,0,19.7,0,2.4,5.0,2,5.98
50.6,8.5,6.52,0,11.5,0,8.6,7.5,2,7.05
42.1,8.68,6.34,1,9.4,1,5.8,5.0,1,6.28
40.2,7.43,6.76,1,9.8,0,4.2,8.8,7,6.31
35.9,7.14,6.57,0,17.9,0,2.3,10.0,2,5.22
37.8,8.73,7.55,0,9.9,0,16.3,7.4,1,6.83
24.5,6.29,7.42,1,13.8,0,31.1,7.6,3,4.42
21.8,7.94,7.59,0,6.5,1,22.9,7.9,1,5.83
30.0,6.13,8.26,1,17.7,0,3.8,7.4,1,5.75
28.3,8.57,8.86,0,17.9,0,18.0,5.4,3,6.4
25.5,7.24,7.12,1,14.1,1,7.0,9.1,2,5.12
37.0,8.77,8.1,1,16.0,1,1.0,7.7,1,7.86
39.6,7.99,6.65,0,19.0,1,5.9,7.8,0,6.02
30.9,6.28,8.19,1,15.8,1,8.9,8.5,4,5.74
44.8,8.92,8.06,1,18.9,0,10.2,8.4,0,8.64
18.6,9.05,8.01,1,9.2,1,10.0,8.9,5,6.28
28.1,8.38,7.09,0,16.9,0,3.1,7.7,3,5.41
22.8,6.74,6.33,0,16.0,1,5.3,5.7,3,2.88
11.3,7.19,5.61,0,21.0,0,10.8,7.6,3,1.65
29.2,7.65,6.96,0,15.2,0,4.8,7.0,4,4.39
28.8,6.8,8.53,0,14.5,0,4.1,5.7,1,5.88
45.1,9.19,6.69,1,12.2,1,3.8,9.2,2,7.98
36.3,7.64,7.79,0,22.5,0,2.3,6.8,3,6.2
19.8,4.8,7.84,0,3.2,1,3.6,7.3,1,3.78
48.5,7.84,6.72,0,17.6,0,11.7,5.9,3,5.69
42.2,7.15,8.32,0,14.9,0,6.1,6.9,4,6.66
35.8,7.43,4.09,0,14.1,1,8.1,8.4,5,2.68
27.7,7.13,5.78,1,13.4,0,9.5,10.0,2,4.35
20.4,8.31,6.08,1,14.7,0,3.5,4.8,6,3.46
26.3,8.62,6.18,1,17.4,1,31.1,7.0,3,4.86
40.9,7.78,7.34,0,11.0,1,5.5,2.3,4,4.99
48.8,7.16,7.29,1,15.7,0,6.9,6.4,4,6.36
45.4,7.46,7.39,0,16.8,1,4.5,7.2,0,6.33
25.1,7.52,7.6,0,10.2,0,26.3,7.2,6,4.71
18.8,6.7,6.05,0,17.5,0,23.9,9.5,2,2.52
31.4,8.08,5.78,0,16.8,0,0.9,6.7,1,4.87
12.3,7.96,7.4,1,11.0,0,3.5,9.3,2,5.2
33.2,9.04,6.37,1,9.1,0,5.9,7.4,2,6.56
28.5,8.76,5.43,1,10.9,0,15.4,6.2,7,4.45
25.3,6.81,7.97,0,15.7,0,7.6,7.3,3,5.09
14.1,8.32,8.4,0,14.6,0,16.5,7.2,1,5.59
35.1,6.55,8.56,0,22.0,0,12.2,7.3,4,5.61
24.7,8.2,7.19,1,13.2,0,5.1,6.0,1,5.48
18.3,6.98,7.63,0,10.6,0,25.1,5.9,0,4.32
1.3,6.48,8.37,0,18.3,0,0.9,8.7,4,3.75
29.7,7.78,6.36,0,10.1,0,31.0,8.6,5,4.61
47.7,4.83,8.11,1,11.0,0,0.7,5.8,5,5.61
46.6,5.75,7.28,1,11.1,0,12.2,6.8,3,6.2
25.4,7.32,7.91,0,0.0,1,11.3,7.6,1,6.12
24.0,7.58,7.19,1,17.8,0,3.5,8.2,4,5.24
34.7,7.13,8.3,1,19.7,0,8.8,7.3,3,6.48
20.0,5.92,7.22,1,19.6,0,8.3,8.7,4,3.58
33.0,6.68,5.52,1,24.4,0,15.8,6.9,3,2.9
37.7,7.89,8.45,1,22.5,0,22.5,9.3,1,7.62
42.3,8.08,6.05,0,13.3,1,6.8,10.0,3,6.2
29.0,7.48,8.25,1,20.5,0,9.6,7.1,5,5.7
28.0,8.66,6.91,1,14.5,0,8.3,7.6,4,5.91
21.2,7.9,8.18,0,12.9,0,3.6,5.6,3,5.21
21.7,6.75,8.13,1,11.2,0,11.5,6.7,1,5.62
27.7,7.22,7.43,0,13.7,0,32.7,7.3,1,5.11
33.7,6.1,7.51,1,16.6,0,8.4,8.0,5,4.89
39.1,7.39,7.42,0,22.9,1,0.9,6.7,3,5.22
22.0,8.61,4.99,1,18.6,1,13.0,8.1,1,3.72
44.9,8.19,7.12,0,11.1,1,6.6,6.4,8,6.15
27.3,8.9,5.88,0,9.8,0,18.0,8.5,2,5.16
29.8,7.2,7.17,0,17.8,0,8.7,7.6,3,4.89
22.5,8.85,5.86,0,19.5,0,6.7,7.6,2,4.5
5.8,7.31,5.82,1,21.1,1,3.1,6.3,0,2.27
38.8,8.97,8.6,0,13.7,0,2.6,6.9,1,8.02
37.4,7.48,8.07,0,17.3,0,7.7,6.4,4,6.03
27.2,8.21,7.0,1,19.3,0,8.0,8.3,1,5.62
30.7,8.98,7.18,0,8.2,0,7.0,5.0,2,6.07
35.2,7.31,6.75,0,16.4,1,3.5,5.9,4,4.4
14.4,7.72,7.57,0,19.5,0,2.1,8.8,2,4.88
24.7,8.79,6.32,1,17.6,0,7.0,7.3,7,4.2
37.9,7.37,7.99,1,14.6,1,19.2,8.8,3,6.61
17.5,6.18,6.75,1,28.0,1,10.2,8.2,3,2.55
32.9,9.64,6.58,1,24.7,1,19.0,8.4,2,5.85
16.4,7.03,7.02,1,15.0,0,5.0,7.6,2,3.96
34.7,7.66,6.41,1,14.1,0,8.8,6.0,6,4.55
29.6,8.66,7.33,0,18.5,0,9.8,7.1,1,6.03
13.8,6.89,6.46,0,14.7,0,22.5,5.1,1,2.44
41.6,6.49,7.47,0,21.4,1,12.1,6.8,1,5.41
22.7,7.75,8.22,0,8.7,0,27.6,6.2,2,5.56
21.9,5.71,6.28,1,13.8,0,11.9,4.2,2,2.54
32.0,7.21,6.87,0,18.4,0,1.1,7.6,5,4.67
41.5,7.75,7.46,1,20.0,1,12.3,7.5,1,6.7
19.8,7.23,6.56,0,7.6,0,19.2,8.9,5,3.77
30.6,5.96,7.46,0,10.2,0,5.8,5.2,1,4.53
34.3,9.09,7.56,0,6.6,1,12.9,8.6,1,7.58
36.9,7.6,8.08,0,10.6,0,10.2,3.5,2,6.21
31.8,8.93,6.39,1,8.6,1,7.8,6.8,4,5.99
26.3,7.24,6.06,1,17.7,1,5.8,10.0,1,4.35
21.7,6.62,6.69,1,16.1,1,4.6,7.0,3,3.73
30.9,7.77,6.03,0,14.2,0,10.6,5.9,1,4.4
19.3,7.28,7.56,0,15.1,1,5.4,6.9,2,4.29
0.8,6.32,5.84,0,21.0,0,23.0,8.3,2,0.8
34.4,8.97,9.33,1,9.8,0,19.2,6.6,2,8.87
39.0,6.88,8.3,0,5.3,0,1.3,7.6,2,7.13
6.4,5.66,7.01,1,18.6,0,4.9,7.6,5,1.91
19.9,8.83,7.87,1,13.0,1,6.2,7.8,3,5.81
36.2,7.0,5.36,0,9.9,1,1.7,8.6,5,3.62
50.6,6.89,9.52,1,17.8,0,7.7,10.0,5,8.75
30.2,5.73,6.41,1,5.2,0,15.6,7.1,2,4.35
22.7,9.24,6.88,0,10.7,0,10.4,7.5,4,5.17
28.2,6.21,5.14,1,3.1,0,2.9,5.2,3,2.84
43.7,7.56,7.49,1,16.3,0,3.4,8.4,3,7.02
23.5,8.41,5.89,0,22.9,0,10.1,9.0,6,3.57
22.0,7.92,7.1,0,12.1,1,11.9,8.0,5,4.22
25.2,7.44,6.46,0,11.0,0,9.3,4.9,3,4.34
20.5,5.8,5.92,1,23.9,0,9.5,6.4,8,1.66
31.2,6.69,6.2,0,18.1,0,15.0,7.1,2,3.56
46.2,7.69,7.23,0,26.9,0,27.9,5.7,0,5.77
33.2,6.71,5.72,0,15.8,1,9.3,10.0,5,3.59
27.5,7.7,6.25,0,16.1,1,9.2,7.6,5,3.42
27.1,8.18,7.66,0,22.2,0,1.3,8.4,3,5.64
14.4,8.46,9.6,0,14.3,0,3.1,8.4,0,7.37
38.8,6.27,7.48,0,16.2,0,15.6,7.2,5,4.9
29.2,9.7,6.08,1,2.9,0,11.9,5.2,5,5.94
28.2,8.27,6.63,1,23.7,1,6.1,8.2,0,5.04
61.9,7.5,7.03,0,17.0,0,18.7,10.0,4,7.22
33.0,8.59,6.65,1,14.5,0,3.1,6.4,2,6.01
22.5,9.87,7.9,0,19.5,1,6.4,6.2,2,6.44
25.7,6.06,7.22,1,9.1,0,7.3,8.3,2,4.64
41.5,7.27,7.91,0,12.2,1,17.9,8.4,1,6.83
31.1,5.12,6.69,0,17.8,0,7.4,8.7,5,3.16
15.6,7.69,8.33,0,15.2,0,24.0,6.8,3,4.85
39.2,7.87,6.83,0,17.2,0,13.0,6.8,1,5.78
23.3,7.46,6.03,1,16.2,1,5.5,3.1,2,2.92
48.7,6.85,9.18,0,18.2,1,9.9,7.1,1,7.58
40.8,5.45,5.18,0,8.4,0,4.2,6.2,1,3.22
25.5,7.87,6.26,1,21.4,0,5.4,3.7,5,3.99
42.8,8.96,6.37,1,12.6,1,10.4,9.8,1,7.33
30.7,6.91,9.51,0,15.3,1,4.9,7.4,2,7.12
38.5,7.94,8.81,0,12.0,1,4.3,4.3,2,6.95
34.8,5.93,8.49,1,13.6,0,21.4,7.6,1,6.07
21.5,7.96,6.67,0,16.1,1,27.8,9.8,2,4.24
23.6,7.11,9.43,1,18.7,0,10.6,8.8,3,6.68
40.3,6.74,7.37,1,19.5,0,6.8,8.4,6,5.25
26.7,6.74,7.98,0,17.2,0,4.0,5.2,4,4.61
26.0,7.11,7.18,1,12.0,1,4.5,6.2,2,5.02
20.4,7.88,6.95,0,16.8,1,1.8,5.7,3,3.9
34.2,6.19,6.75,1,16.2,0,0.9,7.0,2,4.65
50.6,7.1,6.79,1,15.3,0,8.8,8.2,4,6.68
19.3,7.46,7.61,1,17.7,0,11.1,7.7,3,4.95
30.2,6.4,7.37,1,8.6,1,8.4,5.6,0,4.94
44.1,9.3,6.97,1,4.9,0,7.6,6.7,2,7.95
29.2,6.65,8.51,1,20.9,1,3.4,8.6,3,5.94
34.5,6.83,4.03,0,14.3,0,10.6,7.8,4,2.19
19.4,6.52,7.51,1,17.1,1,7.2,7.6,4,4.27
34.3,9.3,7.72,1,10.7,0,3.8,5.7,3,7.23
28.1,8.05,8.15,1,21.3,0,3.4,7.2,3,6.23
39.9,6.56,6.94,1,16.8,0,18.6,5.3,3,4.82
41.9,8.61,7.21,0,14.1,0,7.4,5.8,2,6.34
55.9,7.7,7.99,0,16.4,0,10.0,4.8,5,7.4
35.8,7.76,8.49,1,6.3,0,8.3,9.6,5,8.56
33.3,7.16,6.7,1,16.9,0,2.8,9.7,2,5.14
31.9,6.75,7.27,0,22.4,0,18.9,5.5,4,3.94
