gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,gpa
35,7.94,9.18,0,11,0,1,6.01
8,6.61,8.16,0,18,0,7,5.39
40,8.54,7.57,1,17,1,9,5.33
23,7.68,6.86,1,28,0,39,5.0
20,7.86,5.86,0,23,1,1,5.0
14,6.56,7.19,1,17,0,7,5.0
8,8.35,6.23,1,33,0,1,5.0
33,10.0,7.07,1,17,0,1,6.41
25,6.29,5.54,0,24,0,9,5.0
12,7.09,6.54,0,18,1,2,5.0
12,7.78,7.2,0,33,0,13,5.0
21,8.44,7.72,1,20,0,7,5.01
41,6.83,6.32,1,20,1,2,5.12
22,5.0,7.52,0,18,0,6,5.0
9,9.13,7.42,1,21,0,1,5.0
22,8.41,6.6,1,29,0,19,5.27
22,5.41,6.76,1,26,0,1,5.0
0,6.77,8.99,1,20,0,1,5.0
24,9.38,8.07,1,33,0,9,5.84
22,9.24,7.29,1,26,1,36,5.7
31,8.63,6.09,1,16,1,19,5.56
43,7.29,6.86,1,8,0,2,5.07
36,7.6,7.43,0,16,0,2,5.22
22,7.34,6.7,1,23,0,9,5.05
13,8.85,6.16,1,24,0,17,5.0
50,6.45,5.94,0,30,0,4,5.0
25,6.53,8.39,0,11,1,5,5.0
25,8.71,9.02,1,16,1,1,5.57
24,7.45,6.2,0,10,0,1,5.0
26,9.15,8.35,1,9,1,8,6.31
23,6.69,5.67,1,14,0,1,5.0
19,7.43,8.6,1,22,0,2,5.91
19,6.39,7.08,1,26,0,2,5.0
24,7.51,8.15,0,12,0,5,5.97
19,5.73,5.22,1,13,1,1,5.0
17,6.91,7.69,1,5,0,6,5.31
26,5.78,6.62,0,21,0,26,5.0
22,8.33,8.29,1,14,1,1,6.78
40,8.36,8.37,0,33,0,9,5.96
0,5.42,6.6,0,23,0,18,5.0
35,9.1,7.0,1,18,0,3,5.87
37,10.0,8.72,0,14,0,1,6.15
4,7.56,7.1,1,8,1,1,5.0
21,6.73,6.0,1,9,0,10,5.0
21,10.0,6.93,1,15,1,8,5.37
10,5.92,5.28,0,14,0,2,5.0
17,7.52,6.62,0,12,0,17,5.0
13,7.72,8.37,1,23,0,13,5.0
42,9.11,7.82,1,24,1,3,6.43
34,7.93,6.72,1,16,0,13,5.54
37,6.9,7.82,0,35,1,2,6.36
32,6.36,5.93,0,6,0,11,5.0
13,7.09,7.13,0,20,0,1,5.0
19,6.29,6.6,0,18,0,11,5.0
29,7.56,7.99,1,15,1,2,5.43
12,6.82,5.55,1,14,0,8,5.0
32,5.71,5.72,1,19,0,1,5.0
22,9.01,6.2,0,18,0,12,5.67
21,6.9,6.7,1,16,1,1,5.0
32,5.98,7.97,1,9,1,1,5.02
29,7.3,6.56,0,7,1,2,5.0
21,7.58,6.64,0,17,0,1,5.12
36,5.4,7.44,1,16,1,13,5.0
14,7.9,8.39,0,18,1,39,5.0
31,6.24,6.68,0,19,0,15,5.0
30,9.55,8.48,1,15,0,19,6.17
21,8.13,6.21,1,18,0,1,5.0
28,7.02,8.45,1,13,0,1,6.14
12,6.61,8.98,1,32,1,8,5.2
34,7.37,7.66,0,13,1,38,5.08
23,8.24,5.97,1,17,1,10,5.0
19,7.47,6.55,1,14,0,4,5.0
35,7.24,7.72,1,14,0,1,5.59
17,7.57,6.73,1,20,0,1,5.0
10,6.78,8.27,1,19,0,4,5.0
9,7.09,7.64,0,16,1,12,5.0
31,5.0,5.66,1,17,0,1,5.0
12,8.67,7.53,0,14,1,19,5.0
42,7.86,6.32,0,23,1,28,5.34
4,6.57,6.68,1,36,1,21,5.0
41,9.78,7.25,0,13,0,24,6.74
27,7.6,8.41,0,23,1,1,5.14
24,6.26,8.88,1,20,1,38,5.15
19,8.53,6.06,1,25,1,4,5.0
28,7.98,5.89,0,25,1,20,5.0
24,7.97,7.03,0,21,1,2,5.32
36,6.99,5.6,1,19,0,5,5.0
26,8.04,7.36,1,16,1,1,5.0
26,7.19,7.84,1,13,1,1,5.46
21,8.17,8.92,1,19,1,28,5.15
24,5.21,6.68,1,9,1,16,5.0
28,6.98,6.79,1,15,0,7,5.23
7,9.57,6.37,1,28,0,7,5.0
11,6.58,6.9,1,20,0,13,5.0
32,6.78,7.01,1,27,0,4,5.0
26,6.96,7.66,1,31,0,14,5.9
23,6.04,5.97,1,18,0,6,5.0
25,5.0,5.94,1,21,0,10,5.0
28,7.22,5.67,0,17,1,33,5.0
19,7.66,5.8,0,13,0,6,5.0
17,7.44,5.97,1,12,0,5,5.0
26,7.33,5.7,1,26,0,23,5.0
15,7.55,7.52,1,21,0,23,5.0
29,8.73,6.97,1,34,0,48,5.76
7,7.27,6.52,1,27,0,8,5.0
35,6.81,5.91,1,14,1,4,5.0
29,7.16,5.65,0,26,0,2,5.0
27,8.2,8.94,1,17,1,1,6.07
34,9.19,6.61,1,29,1,12,5.0
41,6.75,6.49,0,16,1,2,5.13
35,7.62,5.79,0,11,0,9,5.08
6,7.91,8.29,1,13,0,24,5.0
12,6.31,6.94,1,14,0,30,5.0
18,7.52,6.29,1,13,0,1,5.0
25,5.74,6.21,1,15,0,3,5.0
30,5.38,8.28,1,26,1,18,5.51
17,7.94,7.21,1,34,0,7,5.0
26,7.04,6.82,1,9,0,16,5.13
17,7.74,6.23,0,30,0,19,5.0
18,7.48,5.74,0,16,1,5,5.0
10,6.33,6.63,1,22,1,4,5.0
15,7.45,7.48,1,6,0,6,5.0
11,6.02,7.86,1,24,0,10,5.17
15,9.17,6.25,1,3,0,4,5.42
35,5.87,5.48,1,22,1,14,5.0
15,7.27,6.47,0,22,1,23,5.0
51,6.25,6.77,0,21,1,3,5.0
29,8.18,7.2,0,14,0,33,5.42
26,7.1,6.9,0,24,1,9,5.0
16,6.88,7.39,0,23,1,21,5.0
32,8.52,6.51,0,18,1,1,5.0
19,7.54,8.14,0,25,0,2,5.0
26,8.12,7.79,1,19,0,3,5.0
50,6.32,6.46,1,24,0,3,5.38
24,5.81,8.33,1,18,0,1,5.53
36,7.63,8.82,0,21,1,20,5.85
17,7.12,8.01,1,24,1,5,5.11
24,8.25,5.98,1,16,0,33,5.0
42,7.4,8.78,1,10,0,8,6.49
18,7.75,8.06,0,22,0,1,5.3
43,5.55,8.67,1,29,1,7,5.0
32,9.77,9.13,0,22,0,50,6.53
19,7.3,8.75,0,22,0,8,5.56
31,8.34,8.32,0,19,0,1,5.63
34,6.5,8.27,1,25,0,27,5.0
31,7.87,9.35,1,18,1,2,6.16
9,5.94,6.91,1,16,1,11,5.0
17,8.04,5.91,1,28,0,7,5.0
22,7.07,6.7,1,15,1,3,5.0
24,7.54,7.57,0,27,0,3,5.45
31,8.34,7.48,1,28,1,26,6.29
26,6.02,5.4,0,24,0,24,5.0
11,6.68,5.5,0,10,0,7,5.0
28,8.05,6.54,1,20,0,2,5.0
31,10.0,8.75,0,18,0,1,6.14
30,7.33,8.76,0,16,0,1,5.61
35,8.21,8.33,1,21,1,7,6.33
33,7.37,8.22,1,26,1,3,5.87
29,9.83,7.76,1,16,0,1,6.83
24,5.4,5.12,1,18,1,6,5.0
8,7.61,6.71,0,18,0,13,5.0
29,5.55,6.29,1,29,1,22,5.0
27,5.0,5.88,0,17,0,8,5.0
27,7.86,7.31,1,10,1,12,5.26
12,7.67,7.66,1,7,0,4,5.0
14,7.16,7.94,1,22,0,6,5.0
35,7.37,6.82,1,13,0,13,5.4
24,10.0,6.5,1,25,0,13,5.02
31,7.19,6.55,1,9,1,5,5.05
25,8.11,7.38,0,15,0,7,5.97
25,6.72,8.2,0,9,0,25,5.67
34,7.85,6.66,1,23,0,9,5.56
19,7.21,7.6,1,25,0,10,5.0
25,7.01,7.31,1,22,1,15,5.0
20,9.68,7.85,1,11,0,1,6.13
20,8.91,8.55,0,14,1,7,5.58
21,7.66,6.51,0,21,0,32,5.0
27,5.0,5.8,0,6,1,4,5.0
20,7.07,7.01,1,18,1,3,5.0
37,10.0,7.23,0,32,1,9,6.04
16,7.22,7.6,1,18,1,2,5.0
23,8.82,6.8,0,8,0,8,5.28
20,9.23,7.91,1,15,1,1,5.76
39,7.76,7.12,1,14,1,8,5.69
26,6.49,7.07,1,37,1,9,5.0
35,5.0,5.92,1,33,1,5,5.0
10,8.32,7.04,0,25,1,4,5.0
27,6.52,6.96,0,17,0,2,5.0
33,7.71,7.43,1,29,0,4,5.07
25,6.0,6.7,0,10,0,6,5.0
35,7.18,8.85,1,28,1,2,5.28
19,7.54,6.12,1,27,0,15,5.0
39,7.82,7.18,0,18,0,12,5.02
47,6.16,5.35,0,29,0,3,5.0
21,8.94,7.97,1,16,0,1,5.21
20,6.78,5.76,1,9,1,1,5.0
39,5.49,6.25,1,27,1,9,5.0
40,7.37,6.72,0,19,0,2,5.0
19,7.54,7.46,0,24,0,1,5.0
20,7.69,6.63,1,34,0,4,5.0
22,9.13,7.02,0,14,0,32,5.0
11,7.22,8.57,1,18,0,11,5.47
15,7.36,7.41,1,32,0,19,5.0
14,6.18,6.16,0,25,0,1,5.0
17,8.48,7.18,1,14,0,1,5.01
24,7.72,8.94,1,12,1,1,5.51
27,7.0,6.75,0,15,0,31,5.0
40,5.21,5.74,1,14,0,3,5.0
15,9.23,6.95,1,21,0,6,5.13
34,6.03,6.13,0,20,1,5,5.0
22,6.79,6.31,0,22,0,13,5.0
24,7.93,5.94,0,13,0,3,5.0
31,6.06,5.54,1,19,0,7,5.0
13,5.71,5.74,1,3,1,50,5.0
28,5.0,7.02,0,21,1,5,5.0
26,8.37,7.01,1,29,1,8,5.0
29,6.85,6.74,1,8,0,6,5.32
27,10.0,9.23,1,23,1,16,6.51
49,6.31,8.15,1,15,1,3,6.12
18,6.39,6.52,1,26,0,1,5.0
19,6.82,6.28,0,21,1,14,5.0
18,7.79,6.33,0,23,0,5,5.0
19,6.94,7.71,1,20,0,24,5.0
18,8.23,7.16,0,30,1,10,5.08
36,6.33,6.39,0,22,1,8,5.0
39,5.84,5.8,0,14,0,1,5.0
19,5.34,5.69,1,20,0,13,5.0
16,5.0,6.74,1,17,1,11,5.0
29,6.88,5.58,1,21,0,10,5.0
19,7.14,8.09,1,16,0,3,5.0
31,6.74,6.36,1,14,0,29,5.0
27,8.99,7.44,1,21,1,3,5.67
9,8.97,6.19,1,20,1,1,5.0
40,7.1,7.02,1,28,0,43,5.29
42,5.35,6.16,1,16,0,13,5.0
18,6.82,6.89,1,4,0,5,6.06
21,6.78,8.48,0,17,0,27,5.55
27,6.71,7.1,1,6,1,1,5.22
28,6.66,6.06,0,23,0,1,5.0
31,6.72,6.17,0,6,0,11,5.0
45,7.04,7.64,0,12,1,1,5.06
23,6.74,8.28,0,17,0,24,5.0
17,7.75,7.52,0,32,0,18,5.0
11,7.93,8.0,1,11,0,3,5.0
17,6.41,7.46,0,20,1,21,5.0
24,9.03,9.1,0,24,0,1,6.06
42,6.32,5.4,0,31,0,7,5.0
19,5.56,7.27,1,26,0,27,5.0
27,7.96,8.32,1,28,1,19,5.63
24,6.52,5.46,0,26,0,4,5.0
36,7.89,6.34,0,10,1,2,6.14
50,5.0,5.51,0,22,1,2,5.0
19,9.17,6.89,1,26,1,7,5.0
20,8.31,6.89,1,12,0,9,5.28
35,5.7,6.86,1,15,0,1,5.0
31,5.73,7.53,1,13,0,5,5.0
43,9.51,8.89,1,26,0,17,6.07
30,6.62,6.0,1,19,1,5,5.0
21,6.5,5.96,1,17,0,1,5.0
30,5.0,7.78,1,9,0,30,5.0
36,7.08,7.7,1,19,0,3,5.92
33,7.23,7.16,0,15,1,16,5.11
30,8.36,7.9,0,21,0,2,6.06
35,5.82,6.62,0,10,0,5,5.15
36,5.68,7.15,1,21,0,6,5.0
38,8.04,6.96,0,16,1,6,5.98
31,8.71,7.79,1,10,0,7,5.42
23,5.61,5.18,0,9,0,2,5.0
26,8.8,6.82,0,10,0,7,5.0
37,7.55,6.45,1,18,1,6,5.11
16,8.81,7.15,0,20,0,2,5.0
28,7.42,6.15,1,22,1,44,5.0
21,5.0,5.84,1,22,1,20,5.0
25,7.32,5.7,0,13,0,21,5.0
37,8.77,8.11,1,28,0,11,6.35
26,6.43,6.74,1,16,0,1,5.0
25,7.03,5.61,0,23,0,8,5.0
11,7.29,6.21,1,18,0,17,5.0
32,5.0,6.75,0,23,0,1,5.0
31,9.51,7.18,0,18,0,6,5.9
46,6.42,6.09,1,23,0,5,5.0
21,8.11,7.25,1,19,1,2,6.19
27,7.4,7.48,1,26,1,4,5.37
27,9.01,6.2,1,13,0,41,5.0
40,7.99,7.87,1,5,0,12,5.72
24,7.22,6.23,1,12,1,3,5.0
27,6.43,6.81,1,28,1,9,5.0
31,8.46,7.4,1,18,1,2,6.24
26,5.25,5.92,0,20,0,9,5.0
20,8.28,6.31,0,11,0,22,5.0
26,6.18,6.45,0,20,0,8,5.0
35,9.0,9.31,1,11,1,13,6.17
14,7.69,5.81,1,12,0,6,5.0
26,8.27,9.16,0,16,0,7,5.84
17,7.6,6.91,1,23,0,11,5.0
36,5.4,6.56,1,24,1,16,5.0
9,6.47,5.7,0,24,0,10,5.0
19,8.31,6.58,1,7,1,37,5.0
28,7.7,6.68,1,19,1,17,5.0
40,8.92,6.48,0,18,1,15,5.0
24,7.98,7.08,0,7,0,18,5.33
19,6.34,6.37,1,20,1,3,5.0
43,6.54,8.81,1,17,0,5,5.54
10,7.62,5.96,1,24,0,8,5.0
3,5.0,6.51,0,20,1,6,5.0
29,9.51,8.01,1,15,0,18,6.42
19,8.03,6.19,1,27,0,1,5.28
14,8.97,8.31,0,2,0,2,5.61
32,5.6,6.16,1,19,0,21,5.0
27,8.99,6.2,0,5,0,1,5.0
19,10.0,8.59,0,12,0,2,6.01
12,5.91,5.5,1,24,0,4,5.0
33,8.43,6.33,0,9,1,13,5.59
31,7.5,7.87,1,8,0,8,5.68
24,5.65,6.23,0,39,0,30,5.0
43,8.09,8.29,0,9,0,2,5.86
14,8.5,8.72,1,33,1,20,5.14
9,6.78,6.26,0,18,1,3,5.0
18,8.9,8.4,0,15,1,2,5.54
24,5.5,5.76,1,24,0,6,5.0
27,5.71,8.71,1,30,0,1,5.58
22,7.66,6.47,1,10,0,4,5.1
28,7.53,8.24,1,15,0,4,5.22
12,6.64,7.78,0,26,0,1,5.0
39,8.47,7.77,0,22,1,19,5.28
24,8.14,6.64,1,28,0,4,5.08
36,8.53,7.3,1,24,1,40,5.0
28,7.35,5.71,1,34,0,22,5.0
29,8.22,7.6,1,21,1,2,6.02
30,6.97,7.36,1,21,0,7,5.43
29,9.96,8.03,1,22,1,9,5.86
31,6.52,5.46,1,18,0,17,5.0
38,10.0,6.57,0,26,1,21,5.85
26,7.54,6.38,0,21,0,9,5.0
32,5.85,6.96,0,26,0,1,5.0
24,9.14,7.95,1,27,0,6,5.46
39,7.65,7.02,0,23,0,21,5.28
18,8.52,8.12,0,24,1,12,5.04
43,8.97,6.51,0,11,1,20,5.84
24,7.91,7.91,1,15,1,11,5.84
10,6.79,7.44,1,26,1,1,5.0
26,8.67,7.9,1,31,0,34,5.0
18,7.5,6.96,1,4,1,25,5.28
33,8.32,9.32,0,15,0,1,6.27
18,5.0,6.92,0,20,1,1,5.0
20,8.04,6.29,1,12,0,7,5.22
6,6.73,7.18,1,13,1,14,5.0
20,9.48,8.54,0,23,0,4,6.64
0,8.25,6.76,1,32,0,1,5.0
9,7.79,8.38,0,3,0,7,5.53
32,8.08,7.73,0,18,0,4,5.0
32,6.3,5.39,1,23,0,4,5.0
29,9.45,8.05,0,26,0,10,6.17
15,9.89,7.44,1,22,1,21,5.94
24,7.97,7.86,0,34,0,8,5.59
24,9.41,8.71,0,20,1,11,5.77
13,6.82,7.15,0,30,0,10,5.0
40,6.54,8.61,1,14,0,8,5.61
33,7.55,6.98,1,20,0,3,5.0
22,8.02,7.96,1,10,0,4,5.13
25,7.03,7.85,1,27,0,3,5.34
27,8.15,7.24,0,19,0,24,5.09
4,7.87,8.08,1,22,0,17,5.0
22,6.3,6.17,0,17,1,8,5.0
18,8.12,6.89,1,24,0,24,5.0
14,8.54,6.08,1,23,0,21,5.0
22,7.71,7.47,0,12,1,26,5.02
42,8.88,7.91,1,12,1,2,5.8
31,6.04,7.95,0,19,0,12,5.0
19,8.06,8.15,1,25,1,9,5.86
30,6.1,6.43,0,34,1,13,5.0
38,6.16,5.51,1,22,0,3,5.0
34,6.74,7.38,0,28,0,11,5.0
25,6.37,7.98,1,7,1,5,5.69
18,6.84,7.75,1,36,0,17,5.0
31,7.24,8.21,0,24,0,15,5.24
28,8.5,7.23,0,19,0,2,5.77
33,7.11,6.54,1,18,1,2,5.35
31,5.6,5.81,1,11,1,12,5.0
35,8.87,7.5,1,13,1,7,5.7
19,6.5,6.77,1,35,1,8,5.0
38,7.43,7.35,0,12,0,13,6.01
26,8.04,7.17,1,11,0,19,5.25
45,7.74,7.08,1,14,1,2,5.53
18,8.81,6.73,0,10,1,8,5.37
42,8.07,8.31,1,20,0,17,6.91
26,6.47,6.92,0,28,0,20,5.34
18,10.0,7.72,0,15,0,3,5.46
20,7.73,6.44,1,9,0,1,5.0
21,7.32,5.7,0,22,0,2,5.0
29,8.66,8.87,1,19,0,29,6.04
30,7.8,7.82,1,28,1,6,5.0
19,7.98,5.89,1,16,0,5,5.0
24,10.0,8.7,1,17,1,1,6.45
46,7.17,8.02,1,18,0,1,6.14
42,7.12,7.17,1,20,0,11,5.0
29,7.64,8.87,0,16,0,8,6.34
25,8.79,7.76,0,15,1,8,5.0
26,5.69,5.21,0,5,0,1,5.0
31,5.14,6.83,1,15,1,4,5.0
14,6.8,7.2,1,25,1,16,5.0
22,5.54,5.93,1,26,0,1,5.0
8,6.99,7.6,1,16,0,21,5.0
28,8.1,5.93,1,30,1,1,5.0
31,6.43,7.87,0,19,0,1,5.19
20,5.79,5.71,1,9,0,6,5.0
40,7.58,6.14,1,6,0,29,6.1
12,8.54,7.34,1,29,0,3,5.16
10,5.47,6.99,1,17,1,10,5.0
27,8.48,7.62,1,10,0,8,5.15
35,8.48,6.66,1,1,0,1,5.6
41,8.64,6.96,0,16,0,2,5.87
20,8.96,6.4,1,23,1,26,5.0
35,10.0,7.66,0,14,1,2,6.03
24,7.07,8.15,1,11,1,11,6.01
23,7.63,7.18,1,15,1,33,5.0
33,7.0,7.9,0,29,0,1,5.0
31,7.5,8.68,1,8,0,5,6.25
9,9.34,7.08,1,14,0,2,5.24
39,5.89,6.47,0,29,1,2,5.0
38,6.47,8.94,1,23,1,1,5.92
18,9.15,9.16,1,21,1,10,5.47
28,8.72,6.12,0,14,1,13,5.06
29,7.06,7.43,0,20,0,11,5.78
27,8.53,7.46,1,15,0,25,5.39
19,7.91,8.14,1,13,0,1,5.87
18,9.3,6.91,0,11,0,3,5.0
24,7.59,6.3,1,26,0,4,5.0
36,8.73,6.81,1,19,0,2,6.44
30,10.0,7.3,1,22,0,1,6.05
21,8.22,8.22,0,21,1,6,5.52
32,7.56,5.93,1,23,0,17,5.27
0,8.37,6.76,0,17,0,30,5.0
36,7.06,5.62,1,16,0,1,5.16
7,10.0,8.96,1,13,0,17,6.08
21,7.72,8.55,0,8,1,17,5.0
13,7.17,6.71,0,11,0,4,5.03
12,6.5,6.54,1,17,1,1,5.0
36,8.82,8.02,1,7,0,46,5.44
20,8.54,9.01,0,8,0,10,5.85
28,6.9,7.4,0,28,0,40,5.0
24,8.19,6.63,1,21,0,6,5.61
29,5.69,5.21,1,16,0,5,5.0
25,7.72,6.05,0,38,1,2,5.82
12,8.04,7.39,0,6,0,41,5.0
34,9.55,7.08,0,27,0,2,5.95
20,6.58,7.08,1,19,0,1,5.27
9,5.97,6.11,1,26,0,7,5.0
20,6.43,5.72,0,20,1,4,5.0
40,5.9,5.43,1,5,1,3,5.0
33,9.1,9.27,1,20,0,10,6.1
21,9.36,8.64,1,22,0,4,6.06
21,7.88,9.08,1,2,0,5,5.83
21,8.97,8.16,1,35,1,1,5.29
45,7.66,6.75,0,22,0,8,5.23
28,7.39,8.51,0,25,1,1,5.59
29,7.1,7.0,1,10,0,2,5.0
35,7.13,7.27,1,25,1,12,5.07
27,5.64,6.55,1,28,0,3,5.0
22,7.82,5.85,0,22,0,1,5.0
23,7.45,8.82,1,19,1,8,5.08
24,8.39,7.93,0,12,1,2,5.38
24,7.61,7.53,1,18,1,3,5.32
32,7.3,7.03,1,15,1,9,5.53
25,6.45,7.01,0,24,1,13,5.0
32,7.59,6.55,1,13,0,13,5.0
24,8.39,8.06,1,24,1,6,5.19
25,6.13,5.37,1,13,1,6,5.0
5,7.6,7.38,1,17,0,15,5.0
34,7.78,7.82,1,24,1,2,5.79
28,6.64,6.68,1,14,0,1,5.29
34,6.79,7.33,0,25,0,10,5.0
0,7.78,6.19,0,24,1,5,5.0
45,6.14,5.73,0,17,0,12,5.0
23,7.92,7.52,1,29,0,2,5.28
36,6.43,7.54,0,20,0,3,5.17
14,8.78,6.13,1,28,0,22,5.0
31,10.0,8.45,1,34,0,5,6.16
14,6.47,6.27,1,18,1,8,5.0
18,8.14,7.14,0,25,1,1,5.0
44,6.63,5.49,1,14,1,1,5.0
23,8.75,6.63,0,11,0,1,5.0
27,5.98,7.71,1,18,1,5,5.0
33,8.08,7.36,1,9,1,45,5.75
29,6.45,6.43,1,12,0,20,5.0
26,7.25,6.95,0,24,1,10,5.0
28,6.26,7.29,1,15,1,19,5.0
49,8.49,7.91,0,25,0,9,5.45
24,6.5,6.77,0,22,0,4,5.0
27,8.16,8.5,0,34,1,1,5.3
35,7.09,8.05,1,24,0,10,5.66
36,7.36,7.54,0,28,1,2,5.08
36,7.68,7.26,0,23,0,5,5.04
31,6.59,7.57,1,22,0,17,5.0
13,7.75,7.56,0,29,1,1,5.0
41,9.34,8.81,1,25,0,1,6.28
13,6.57,7.81,1,21,1,2,5.17
28,8.91,6.5,1,21,0,8,5.34
17,9.3,6.55,1,24,0,2,5.3
24,6.52,6.12,1,14,0,6,5.0
28,5.75,7.65,1,14,0,3,5.06
28,7.86,5.86,0,31,0,7,5.0
29,6.84,7.37,0,34,1,3,5.0
41,9.74,8.2,0,12,1,39,6.15
29,7.54,8.38,1,14,1,6,5.83
22,6.54,7.05,0,29,0,13,5.0
34,6.12,5.34,1,24,1,12,5.0
36,8.81,6.54,0,25,1,6,5.98
12,6.81,5.7,1,27,0,2,5.0
30,7.55,6.6,1,18,0,7,5.68
32,8.65,7.3,0,22,0,11,5.19
22,6.92,5.75,1,22,0,6,5.0
38,7.44,8.68,1,13,1,1,6.37
23,7.48,5.75,0,22,0,1,5.0
26,8.32,8.81,1,29,1,3,5.71
23,8.21,8.61,1,17,0,1,5.26
25,7.24,8.01,1,21,0,23,5.69
14,7.58,6.44,1,21,0,1,5.55
10,7.05,7.38,1,17,1,5,5.0
40,5.73,5.28,0,25,0,12,5.0
16,7.81,8.2,1,14,1,16,5.0
15,9.77,7.75,0,30,0,6,5.2
3,6.44,6.4,1,25,1,1,5.0
18,6.57,5.59,1,12,1,3,5.0
11,6.46,5.44,0,33,1,5,5.0
41,8.37,6.32,0,21,0,4,5.0
35,8.04,8.48,0,14,0,4,6.09
18,7.31,6.67,0,28,0,1,5.37
47,6.4,6.64,1,23,1,24,5.0
34,7.61,7.87,1,5,0,1,5.72
21,5.62,8.48,0,15,0,5,5.0
0,7.67,8.59,1,22,0,39,5.1
47,8.55,6.44,1,2,0,10,6.05
11,6.0,5.3,1,20,1,4,5.0
8,5.66,8.7,0,21,1,1,5.0
35,9.4,9.82,1,10,0,33,6.91
49,6.77,7.13,1,22,1,1,5.0
38,8.86,6.22,1,20,1,11,5.64
30,7.32,8.11,0,10,0,21,5.0
30,7.31,6.98,1,27,1,1,5.0
33,8.03,7.19,1,26,1,12,5.59
32,6.44,7.77,0,17,0,50,5.0
27,7.66,7.55,0,18,1,10,5.51
26,7.04,5.77,0,25,0,5,5.0
24,5.92,6.33,0,18,0,20,5.0
17,7.9,7.97,1,4,1,8,5.0
22,7.18,7.59,1,23,1,13,5.0
8,7.31,7.37,1,13,1,8,5.0
24,6.05,7.69,0,16,0,1,5.03
15,9.41,7.34,1,31,1,2,5.43
13,8.55,7.65,0,18,0,1,5.0
26,8.66,6.1,0,20,0,1,5.0
38,7.13,6.57,1,24,0,1,5.05
34,5.42,7.33,1,24,0,5,5.08
9,9.84,7.44,1,12,0,1,5.57
15,7.43,6.64,1,19,1,19,5.06
34,6.6,5.79,1,20,1,13,5.0
15,8.0,8.35,0,22,1,8,5.0
22,8.9,8.15,1,22,1,6,6.06
30,7.47,8.01,1,40,0,2,5.47
15,9.03,6.21,1,10,1,6,5.0
26,8.8,7.37,0,27,1,10,5.5
11,6.21,6.47,0,29,0,15,5.0
18,6.69,6.61,0,23,1,1,5.0
28,8.65,6.85,0,14,0,12,5.7
9,5.0,6.04,1,33,0,13,5.0
29,7.32,7.99,1,2,0,8,5.33
24,5.78,5.23,1,14,1,2,5.0
30,6.93,8.84,1,29,1,7,5.76
27,7.14,7.55,0,17,0,6,5.0
38,7.07,6.98,1,32,0,6,5.57
26,6.84,7.9,1,7,1,6,5.28
20,6.18,5.36,0,11,1,1,5.0
26,10.0,7.2,0,15,0,2,6.25
30,9.74,7.7,0,23,0,1,5.98
25,6.11,8.17,1,18,1,2,5.06
25,9.4,7.67,0,16,0,3,5.61
17,7.02,7.48,1,31,0,2,5.0
18,7.66,6.58,1,32,0,2,5.0
10,7.42,7.64,0,16,1,13,5.08
42,6.71,8.67,0,6,1,17,5.5
12,8.68,8.55,1,2,0,3,5.37
18,7.65,7.11,1,21,0,3,5.42
17,6.93,7.69,1,25,0,18,5.0
33,5.93,7.29,1,20,0,9,5.06
22,6.43,7.36,0,19,0,3,5.0
37,5.53,7.73,1,13,0,12,5.0
18,7.51,8.31,0,25,0,4,5.19
27,6.06,6.59,0,33,0,8,5.0
16,7.18,7.73,1,2,1,49,5.0
46,9.14,7.24,1,19,1,3,5.49
13,8.94,6.61,1,12,0,26,5.0
28,7.46,6.86,1,8,0,3,5.0
31,7.4,7.04,1,10,0,7,5.0
29,9.76,6.43,1,23,1,6,5.36
23,8.12,8.24,0,23,0,15,5.55
23,7.11,5.63,1,31,0,1,5.0
25,5.79,8.74,0,20,1,9,5.65
23,7.97,8.87,1,5,1,14,5.99
34,8.5,7.17,0,18,0,6,5.85
47,6.74,6.93,0,8,0,1,5.0
19,7.85,7.57,1,10,1,2,5.79
11,7.06,6.4,0,24,1,11,5.0
24,7.28,7.29,0,21,0,22,5.0
50,5.0,6.25,0,24,1,5,5.0
16,7.23,6.97,0,17,0,8,5.0
41,8.66,7.69,1,26,1,2,6.51
41,6.74,5.54,1,16,0,5,5.0
19,7.56,7.21,1,28,1,4,5.0
30,6.59,7.05,1,22,1,10,5.0
41,7.93,7.42,0,18,0,41,5.82
21,7.24,6.85,0,21,1,16,5.0
22,6.37,8.01,1,19,0,2,5.0
19,9.1,7.26,0,32,0,8,5.45
14,8.61,7.72,0,21,0,1,5.21
18,6.77,8.29,1,19,1,2,5.03
12,8.1,7.25,1,18,0,1,5.0
25,8.14,7.57,1,26,1,4,5.0
17,8.27,7.28,0,25,1,11,5.0
27,5.47,7.84,0,17,0,6,5.0
9,8.71,7.24,1,10,0,27,5.0
28,6.82,8.29,1,12,1,2,5.75
33,7.07,6.91,0,18,1,4,5.0
5,10.0,7.0,0,30,0,4,5.0
28,7.86,7.97,0,17,0,2,5.73
37,7.04,6.69,0,15,0,49,5.0
12,5.0,7.05,1,5,0,4,5.0
41,9.17,6.25,1,32,0,28,5.21
29,5.89,6.67,1,24,0,4,5.0
17,6.3,6.31,0,26,0,2,5.0
24,7.1,5.91,1,27,0,1,5.0
30,9.2,7.08,0,18,1,19,5.43
