gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,chat_luong_giac_ngu,so_lan_vang_mat,gpa
7,9.36,7.96,0,4,1,18,5.03,5,1.75
13,4.03,4.88,0,19,0,1,4.75,4,3.83
33,1.0,1.83,1,48,1,34,6.09,6,2.28
23,4.53,5.15,1,18,0,22,8.39,5,3.13
22,8.51,8.3,1,55,0,59,4.06,6,4.15
12,7.16,7.0,1,44,0,14,3.21,6,2.1
31,4.95,5.9,0,17,1,27,6.32,5,3.6
47,2.54,3.69,0,16,0,25,3.45,4,2.93
28,5.95,4.63,0,25,1,23,5.3,3,0.88
29,7.68,5.8,1,20,1,22,5.28,6,6.32
11,9.83,8.22,1,20,1,5,3.61,6,4.93
37,4.67,5.75,1,35,0,13,7.48,0,6.19
18,2.67,6.39,1,39,0,5,6.04,3,0.57
10,1.0,3.58,1,16,0,15,5.08,5,0.96
49,9.56,6.57,1,50,1,17,3.09,3,4.72
59,6.24,4.98,1,23,0,4,1.74,2,4.56
40,1.33,5.08,1,38,1,6,9.49,5,2.53
40,3.78,4.05,0,4,0,10,3.08,7,3.99
33,9.97,8.03,1,20,1,5,3.06,7,4.1
27,1.0,1.64,0,19,0,6,3.86,4,0.39
57,9.18,9.07,1,15,1,17,3.78,3,5.65
47,2.33,3.9,1,0,0,10,4.87,8,5.06
4,2.62,2.8,1,33,0,23,2.98,5,0.04
3,4.14,3.49,1,19,1,10,1.6,5,0.0
14,3.97,4.69,1,34,0,19,9.93,6,2.85
51,8.28,7.01,0,24,1,6,3.53,7,5.03
56,2.82,4.52,0,4,0,10,5.04,4,0.43
19,6.08,6.19,0,29,0,15,10.0,6,3.53
30,10.0,7.73,1,35,0,13,2.08,4,5.55
33,3.16,3.35,1,20,1,2,8.21,6,3.02
39,1.63,2.82,0,4,1,11,4.49,2,1.67
33,5.1,4.51,0,43,0,22,3.88,5,0.53
53,6.23,5.61,1,8,0,13,7.14,3,4.73
27,9.07,7.46,1,23,1,3,7.04,3,4.52
25,3.67,3.3,1,9,1,25,7.88,3,3.27
11,9.92,8.58,1,22,1,1,4.05,8,4.28
11,1.67,2.63,1,14,1,18,7.46,4,1.14
57,1.29,1.93,1,37,0,6,8.1,11,2.89
57,9.02,7.06,0,45,1,14,3.19,5,7.41
50,7.81,6.93,1,14,1,2,5.36,3,5.76
53,9.32,7.67,0,25,0,14,7.1,7,4.9
28,7.19,6.73,0,3,1,37,3.13,7,5.48
40,3.94,5.26,1,11,1,10,6.54,2,6.55
52,2.86,5.02,0,20,1,12,4.37,9,2.87
31,5.8,5.76,1,28,0,17,5.34,3,4.35
15,1.0,1.53,0,8,0,11,5.59,9,4.43
16,9.79,7.61,1,16,0,34,3.88,4,4.8
11,7.81,5.68,1,13,0,3,5.06,2,3.44
36,1.0,4.3,1,40,1,13,2.9,6,3.39
28,1.0,4.59,1,17,0,18,5.36,3,3.03
9,6.6,6.61,0,27,1,17,7.53,6,0.55
13,4.71,5.69,1,18,0,8,5.34,8,1.28
27,5.91,5.8,1,18,0,30,3.1,3,2.64
20,5.4,5.61,0,13,0,24,4.01,6,3.56
14,1.0,1.0,0,22,0,5,5.62,7,2.22
25,9.93,7.89,1,14,0,31,9.44,3,5.33
27,9.78,6.98,1,22,1,3,2.74,1,5.37
35,7.76,6.94,1,44,1,11,6.02,6,5.01
20,3.07,3.78,0,16,0,22,4.94,5,1.74
40,9.3,9.53,0,24,0,4,4.4,7,5.66
30,2.34,4.32,1,37,1,26,4.52,5,0.0
36,1.36,3.1,1,0,1,10,2.28,5,0.58
36,5.67,5.13,0,27,0,20,4.77,5,4.3
32,8.72,8.91,0,32,0,28,7.8,10,4.77
0,9.28,7.54,1,22,0,9,3.91,11,3.09
4,1.0,2.93,1,22,0,31,10.0,3,1.21
35,1.82,3.14,0,21,0,10,1.69,8,2.61
15,1.0,2.2,1,6,0,40,3.1,4,1.23
29,9.1,7.5,1,15,1,2,9.51,3,5.7
12,1.54,1.0,0,10,0,13,4.26,5,0.8
8,3.01,2.26,0,24,1,25,9.22,4,2.75
11,1.0,2.95,1,22,0,19,5.24,8,2.17
29,3.19,5.48,1,13,1,7,6.32,10,4.34
26,6.61,6.31,1,15,1,43,4.53,6,4.64
29,4.09,3.74,1,6,1,7,5.86,4,3.6
24,5.8,4.03,0,9,1,23,6.57,4,5.47
33,1.84,3.89,1,21,1,11,8.04,5,7.17
32,5.54,4.76,1,1,0,11,6.35,6,4.2
20,1.0,3.24,1,33,0,32,5.73,5,1.95
35,7.15,6.68,1,12,1,9,9.22,5,5.87
23,2.28,3.85,0,21,1,11,2.79,1,2.33
18,3.16,3.93,1,8,0,5,1.78,6,4.01
40,1.0,2.98,0,6,1,26,3.07,3,6.26
48,6.16,5.58,0,22,0,6,8.54,7,4.38
11,7.38,5.79,0,5,0,41,3.51,5,3.54
36,7.46,5.51,1,7,1,33,1.33,5,3.01
21,7.06,3.85,0,22,0,19,3.57,1,3.53
15,9.89,7.75,1,18,0,2,6.01,4,5.94
28,9.94,9.49,1,24,0,6,5.42,6,6.59
65,3.49,4.83,0,46,1,37,2.11,8,3.4
33,3.94,4.59,0,3,1,7,4.81,3,0.83
33,1.9,2.41,0,0,0,8,6.34,3,1.83
15,9.66,8.8,0,5,0,14,3.98,6,4.62
13,1.0,2.48,0,42,0,18,2.65,6,1.29
9,4.1,6.03,0,17,1,12,3.14,8,4.34
7,1.0,1.62,0,20,1,34,3.5,8,0.73
10,1.0,1.85,1,25,0,30,2.68,4,0.74
14,9.58,6.9,1,31,1,7,5.97,4,3.54
12,9.99,6.51,1,20,1,10,6.33,8,2.85
18,9.2,6.58,0,21,0,14,6.7,4,5.11
13,8.05,6.93,1,33,0,24,6.26,9,3.96
20,4.44,3.95,1,17,0,7,7.26,5,3.54
47,1.73,1.0,0,19,0,17,4.57,4,2.77
22,3.35,5.09,0,25,0,25,2.84,7,2.57
23,9.02,5.73,0,46,0,9,5.2,8,3.98
13,7.23,6.93,1,29,0,30,3.53,4,0.77
4,1.0,2.63,0,0,0,13,6.23,6,1.34
19,2.31,5.5,0,29,1,19,3.87,2,2.14
0,7.21,7.32,1,25,1,24,7.18,7,0.0
7,8.22,6.43,0,51,1,4,2.48,4,1.8
11,6.28,5.06,0,20,1,19,5.07,4,1.91
12,3.09,5.36,0,0,1,11,5.76,6,4.13
9,7.84,5.23,1,2,0,8,3.11,3,1.19
24,4.36,4.81,0,21,0,32,6.22,4,2.24
12,9.6,7.63,1,15,0,40,4.35,6,4.25
23,4.67,4.46,0,20,0,26,2.14,2,2.22
34,8.76,7.61,1,29,1,6,4.85,7,2.34
30,5.62,5.56,1,51,0,1,2.71,4,3.17
14,6.48,6.35,0,24,1,20,7.17,5,3.3
35,5.44,5.4,0,4,0,37,3.56,8,3.71
24,6.19,6.13,0,36,0,12,4.17,5,2.67
8,1.0,2.69,0,23,1,15,3.46,4,1.12
34,9.25,6.89,0,20,0,42,3.48,6,5.65
48,10.0,8.0,1,40,0,39,3.85,7,6.3
7,9.14,6.77,0,0,0,15,3.3,4,3.87
13,1.0,1.82,0,2,0,21,1.56,6,1.4
34,3.33,3.66,0,23,1,14,8.23,8,4.31
62,7.43,6.34,0,1,1,5,4.44,3,5.36
5,2.86,3.75,0,42,0,10,10.0,8,1.06
11,1.0,3.52,1,43,1,13,2.81,10,0.67
30,9.43,7.16,1,22,1,12,5.57,7,4.74
21,5.88,5.73,0,44,0,6,4.59,4,1.0
30,4.18,4.63,0,6,0,7,4.37,6,3.47
16,2.34,2.8,1,16,1,5,5.97,3,2.0
35,7.13,6.35,1,28,1,28,1.85,1,3.62
45,4.57,5.74,0,33,0,37,6.0,3,3.64
7,9.9,8.13,1,23,0,16,3.54,1,3.28
8,2.62,3.8,1,1,0,1,5.49,2,2.48
53,1.5,2.19,0,1,0,2,2.72,5,2.57
39,1.0,4.57,0,14,0,19,2.46,6,3.35
19,4.23,3.89,1,10,1,12,5.33,7,3.47
23,8.57,5.47,1,1,1,1,8.65,1,4.31
4,9.91,8.8,1,25,1,32,8.02,7,4.82
37,2.15,3.17,0,34,0,12,5.71,4,1.63
21,8.16,6.59,0,11,0,8,7.71,5,2.54
14,2.62,3.02,1,3,0,15,5.5,3,2.68
11,1.0,4.47,1,44,0,11,7.62,4,2.24
18,9.45,8.02,1,10,0,5,4.28,4,4.63
9,1.0,3.15,1,47,0,17,7.93,3,2.82
30,2.54,3.69,0,0,0,10,3.8,3,2.45
9,8.73,7.51,1,18,1,1,1.72,6,2.84
33,8.64,8.58,1,17,1,17,8.65,5,5.43
15,7.59,6.3,1,17,0,6,3.78,4,2.25
54,1.0,1.14,0,19,1,24,7.14,6,4.4
21,1.14,3.55,0,7,1,13,3.8,3,3.19
17,1.0,3.1,0,19,0,13,2.51,6,1.7
38,1.25,2.86,1,16,0,4,6.19,4,4.18
26,10.0,8.47,1,6,1,20,4.36,7,4.99
12,9.97,7.61,1,41,0,13,3.31,9,1.11
9,3.16,3.92,1,34,1,20,4.13,9,1.82
24,9.86,7.79,0,40,0,11,1.43,2,4.59
46,10.0,7.41,1,16,0,3,1.01,1,4.79
23,1.0,3.79,1,2,0,28,5.48,2,1.76
16,4.41,3.23,1,24,1,26,2.18,8,2.4
12,4.41,7.0,1,43,1,7,8.18,9,2.09
34,9.43,8.54,1,7,0,9,1.58,2,7.4
23,10.0,6.22,1,23,0,3,6.99,9,5.85
31,1.0,2.38,1,15,0,3,2.94,7,3.93
36,3.48,3.92,0,8,1,15,6.24,3,2.73
58,4.18,4.9,0,18,1,19,3.31,8,4.27
17,9.48,6.7,0,47,0,17,3.58,9,2.52
8,1.0,2.63,0,19,1,20,4.05,4,0.37
8,5.94,5.44,1,21,1,37,10.0,3,3.72
12,3.08,3.11,0,21,0,11,3.88,7,2.19
13,3.04,2.95,0,7,0,29,5.58,5,1.51
5,1.0,3.52,0,11,0,45,3.34,4,0.41
10,1.0,1.0,1,27,1,3,3.88,2,0.73
0,9.86,8.4,0,23,0,17,3.4,5,1.75
17,8.99,8.19,1,21,1,12,2.22,3,1.28
39,8.84,7.09,1,16,1,7,5.16,4,5.73
10,1.0,2.65,0,21,1,9,4.64,9,0.0
22,2.66,4.76,1,12,0,2,3.55,5,0.53
33,5.42,4.55,0,66,1,4,4.56,5,2.49
16,1.8,2.48,0,26,0,19,3.42,8,2.27
9,1.0,2.1,1,44,1,20,4.07,9,0.31
24,7.21,7.49,0,40,0,13,8.84,4,4.79
40,3.22,5.23,0,35,1,22,3.25,6,3.19
62,10.0,6.6,1,29,1,10,4.57,6,5.78
36,7.5,7.51,1,19,1,10,7.58,4,4.2
13,2.26,4.18,1,15,0,10,4.57,9,0.0
11,7.19,7.86,1,15,0,9,2.57,4,3.59
33,9.01,7.79,0,12,0,6,6.51,2,4.96
38,3.38,3.98,1,41,0,9,1.86,4,2.44
19,3.16,5.04,0,3,0,24,9.85,2,3.01
32,1.0,3.3,1,6,1,27,7.14,3,2.79
12,5.57,7.59,0,43,1,2,3.91,0,4.16
29,1.54,3.88,0,5,0,29,4.46,8,1.88
7,9.69,7.97,0,12,1,6,4.56,12,2.56
27,1.53,1.74,1,24,1,10,4.91,3,3.45
30,1.0,2.02,0,29,1,16,5.7,2,1.7
20,5.54,3.89,1,22,1,50,5.42,5,0.12
0,2.71,3.41,1,39,1,8,2.16,0,0.0
12,9.56,8.66,1,0,0,31,5.08,4,5.37
16,9.96,7.97,0,28,1,6,5.59,4,4.76
0,1.0,3.62,0,22,0,2,8.41,5,2.06
5,9.57,8.08,1,7,1,26,4.47,5,5.16
14,1.0,2.2,0,14,1,11,4.15,8,1.1
25,9.23,7.63,1,7,0,31,4.23,4,3.33
23,9.31,8.06,1,21,1,35,4.21,5,3.35
16,6.89,6.27,1,25,0,6,4.35,7,3.89
29,10.0,8.15,1,8,0,6,3.02,4,5.82
18,9.94,7.2,1,38,0,13,4.53,9,2.85
3,9.2,7.08,1,28,1,30,4.05,6,2.85
44,9.46,9.93,1,31,0,26,3.44,4,6.01
13,1.0,3.83,0,59,1,4,4.56,5,0.0
42,9.71,6.35,1,2,1,7,6.01,7,5.41
8,1.0,1.0,0,19,1,15,3.83,7,1.51
29,9.38,7.7,1,17,1,1,5.59,9,5.7
45,6.75,6.95,1,36,0,2,4.58,5,4.74
29,9.77,7.34,1,63,0,32,2.82,6,5.54
29,4.51,5.73,0,17,0,7,3.14,4,4.41
40,9.68,7.87,1,7,0,14,7.66,5,5.23
22,9.75,7.69,0,18,0,5,3.52,7,4.85
35,8.15,7.65,1,47,0,36,8.48,3,5.73
47,3.97,3.85,0,17,1,10,6.12,0,4.87
36,6.0,5.31,1,42,0,12,5.43,4,3.66
17,1.75,3.72,1,23,1,13,6.54,2,2.59
42,1.0,2.57,0,2,0,6,3.12,3,2.6
39,7.66,8.5,1,62,1,17,5.84,4,3.8
7,2.85,4.41,0,45,0,33,9.91,4,1.99
13,8.05,7.46,1,4,1,51,3.44,3,4.47
43,2.62,3.52,1,2,0,4,7.11,4,4.77
20,2.61,4.44,1,20,0,12,4.12,5,2.01
61,1.0,2.28,0,30,0,1,4.45,5,4.42
5,8.41,7.33,1,28,0,3,4.56,3,2.92
45,1.0,1.68,0,6,1,15,2.05,5,2.42
13,7.75,7.69,1,19,0,15,2.01,3,2.87
1,1.0,2.89,1,25,0,8,6.11,2,0.29
12,3.12,5.85,1,16,1,9,3.33,6,2.95
34,1.0,4.99,0,14,0,3,4.27,5,1.18
30,9.4,8.4,1,38,0,19,7.48,9,4.14
18,1.0,2.67,1,20,0,5,3.46,4,0.95
29,1.0,1.65,0,22,0,51,2.69,8,1.89
56,1.82,4.0,1,12,0,36,6.84,7,3.94
31,8.44,7.28,0,17,1,7,7.52,8,2.55
47,7.78,7.21,1,4,0,6,4.58,3,5.88
23,2.49,5.22,1,14,1,23,3.5,5,4.25
20,1.41,2.02,0,23,1,7,6.5,7,2.28
35,1.0,1.68,0,47,1,1,4.82,6,1.25
20,9.99,7.76,1,30,0,23,2.84,5,4.81
34,1.04,3.45,1,18,0,13,4.15,5,1.42
29,8.46,7.63,1,40,0,15,2.53,2,5.19
6,1.0,1.7,0,48,1,6,4.35,6,1.17
35,5.37,5.98,1,52,1,65,6.46,7,2.31
14,7.97,5.58,0,5,0,45,6.75,1,2.76
21,5.9,4.7,1,18,1,1,3.21,6,3.18
44,7.32,6.27,1,12,0,8,2.33,2,4.17
26,5.71,4.87,1,20,1,4,5.64,5,4.45
14,3.88,5.22,1,30,1,16,3.4,5,1.82
50,1.0,2.89,1,26,1,20,5.36,8,2.92
23,1.0,4.37,0,20,1,64,2.59,3,4.06
23,8.4,6.8,0,42,0,35,4.65,5,3.47
12,4.65,4.67,0,34,0,9,4.29,6,1.88
57,1.0,3.81,1,3,0,37,5.28,6,0.81
25,2.09,3.16,0,5,1,10,3.29,3,2.17
21,1.0,4.09,1,20,1,17,2.8,5,3.34
35,8.35,7.55,1,25,0,4,2.09,7,5.37
30,3.79,1.92,0,24,0,7,2.61,4,1.95
13,1.96,4.35,0,44,0,6,5.36,7,2.21
29,9.93,8.87,1,32,0,13,3.47,4,7.37
12,8.74,8.2,1,2,0,21,3.35,7,4.47
43,8.25,5.04,1,15,1,12,6.68,5,5.44
17,6.07,4.98,0,41,0,28,4.59,7,2.09
21,9.56,7.15,0,23,1,16,1.82,5,5.1
54,10.0,7.16,1,19,0,26,8.09,2,7.43
44,6.84,7.85,0,9,1,10,2.34,2,2.42
20,9.34,7.59,0,7,1,3,10.0,3,3.94
50,8.54,7.09,0,37,0,9,6.09,2,4.93
12,2.92,4.3,1,16,1,10,2.8,2,2.16
48,4.86,5.48,0,24,0,13,4.98,6,1.52
10,3.07,1.0,0,5,1,31,10.0,4,1.84
24,1.0,1.95,1,4,1,19,4.49,6,1.9
68,9.59,6.34,0,17,1,13,2.38,5,5.34
15,1.45,3.27,1,20,0,8,5.25,6,3.28
13,8.02,6.52,1,18,0,4,3.49,4,5.43
46,6.2,5.74,0,7,0,10,4.79,6,3.51
55,9.94,5.89,1,26,0,49,2.49,8,5.88
28,7.35,6.1,1,29,1,3,2.94,10,3.15
25,2.56,4.65,0,1,0,11,4.36,1,2.24
22,2.39,4.84,0,50,0,12,4.35,4,2.35
9,8.84,8.02,0,5,0,9,7.07,7,3.99
2,5.48,3.95,1,1,1,12,9.85,8,10.0
11,9.97,9.24,1,24,1,6,2.37,2,3.83
40,1.71,3.75,0,42,0,34,3.61,8,1.77
36,6.27,5.64,1,31,0,4,3.56,5,5.34
25,8.82,5.27,1,18,0,6,4.25,5,3.9
16,4.24,5.5,1,25,0,7,1.39,7,3.73
44,9.23,6.94,1,0,1,4,3.12,5,8.74
4,1.0,2.95,0,9,1,9,1.85,3,1.65
28,1.0,2.67,1,47,1,28,5.18,6,0.78
27,8.96,8.91,1,9,1,3,5.2,4,6.3
31,3.13,3.75,1,25,1,18,6.16,2,1.85
6,4.78,4.85,1,39,1,13,8.84,2,2.57
45,2.08,4.83,1,1,1,22,5.2,4,4.49
31,1.0,1.94,0,16,1,11,6.4,9,2.48
29,7.44,7.28,1,0,0,26,9.46,6,5.69
28,9.23,7.34,1,2,1,11,3.56,3,3.9
49,1.0,1.6,0,6,0,2,3.58,7,3.16
45,3.95,4.37,0,19,1,14,3.73,5,3.49
12,4.08,5.14,0,18,0,22,6.92,1,2.25
36,2.14,4.64,1,16,0,2,10.0,5,4.71
23,7.43,7.93,1,25,0,19,3.92,3,4.18
25,6.76,5.76,0,5,1,10,4.53,3,0.46
34,9.15,6.5,0,21,1,10,4.36,6,7.28
36,9.29,7.25,1,15,1,9,5.74,4,5.09
45,1.0,1.42,1,3,0,14,7.94,5,2.57
32,1.0,2.38,0,9,0,25,9.41,8,2.69
8,1.0,2.26,0,25,0,7,4.16,5,0.53
42,5.65,6.12,1,28,1,20,3.14,7,3.04
40,9.76,5.65,1,39,1,5,4.97,4,6.11
7,3.76,3.52,0,9,1,19,4.29,7,0.0
47,3.74,3.52,0,38,1,20,6.32,7,2.3
30,1.0,3.79,1,37,1,23,3.37,6,2.08
33,2.42,2.34,0,25,0,15,3.06,7,2.37
20,1.0,2.83,0,7,0,23,5.0,6,2.42
30,1.0,2.47,0,47,1,4,3.41,5,4.34
3,9.47,8.73,1,18,0,29,9.5,6,5.41
29,1.67,3.6,0,45,1,13,5.58,7,2.06
51,3.89,4.46,0,27,1,35,3.64,3,2.02
11,1.0,2.05,1,19,0,11,5.42,4,1.42
18,2.38,1.58,0,3,0,10,9.85,6,4.38
26,1.56,3.18,0,49,0,6,2.6,3,2.63
16,7.94,7.29,0,30,1,14,3.06,6,3.69
42,2.04,1.65,0,11,0,17,1.87,6,1.46
32,1.0,1.37,0,18,0,5,5.05,7,0.17
30,3.11,4.12,1,18,1,6,5.53,3,3.27
45,9.51,8.05,0,14,0,4,8.02,3,8.33
18,6.34,4.81,1,20,0,12,4.43,4,2.78
13,9.64,7.21,0,14,0,33,4.38,7,3.33
25,2.03,1.38,0,17,0,9,8.93,5,3.45
0,1.0,3.98,0,7,1,6,4.11,8,2.6
13,9.66,6.5,0,21,1,6,2.69,4,4.19
24,1.87,3.66,0,0,0,6,3.11,5,0.0
33,5.62,5.33,1,9,1,25,10.0,4,5.5
34,2.83,4.99,1,14,0,25,8.65,8,5.13
2,2.2,2.53,0,15,1,10,3.29,2,1.48
26,1.0,2.66,0,1,1,28,6.25,8,2.1
27,3.6,2.46,1,16,0,12,3.29,1,1.77
1,9.97,6.04,0,2,0,9,10.0,5,3.93
18,1.0,3.2,1,15,0,17,3.54,5,1.64
23,1.97,1.4,1,7,1,37,2.75,2,4.16
41,10.0,7.77,0,20,0,5,3.75,6,5.75
13,9.77,8.88,1,21,0,20,10.0,9,8.42
20,3.77,5.01,0,31,0,24,5.25,3,1.56
0,2.27,2.7,0,22,0,30,2.78,6,0.0
43,9.63,6.19,1,36,1,24,5.93,3,4.9
23,2.62,4.08,0,1,1,3,2.45,4,3.84
22,7.82,8.04,1,4,1,19,7.49,5,4.1
9,9.9,7.28,0,22,0,12,6.59,1,4.99
47,2.15,2.49,0,17,0,62,6.97,5,1.85
9,1.06,2.11,0,20,0,44,5.01,6,1.4
32,8.96,7.95,0,29,1,13,5.6,1,6.87
12,1.0,3.83,0,18,0,11,5.81,1,1.25
0,3.24,2.71,1,24,1,31,4.84,2,0.23
0,2.4,1.94,1,24,0,4,5.41,10,1.04
30,1.0,4.94,0,21,1,10,2.42,4,3.44
28,4.76,4.68,1,0,1,21,2.82,6,3.99
9,7.41,6.7,1,6,1,5,5.14,7,4.92
31,1.0,1.91,0,2,0,2,2.65,3,6.14
20,8.97,7.87,0,22,0,19,4.19,6,5.27
23,9.77,8.82,1,55,1,15,2.57,3,2.25
13,6.28,6.07,1,38,1,29,7.79,8,3.49
19,7.7,8.36,1,25,0,5,2.17,11,4.29
29,1.8,2.75,0,30,0,9,4.59,4,1.09
17,8.83,7.03,0,12,1,5,1.99,2,3.38
7,2.24,3.57,0,30,1,19,1.79,7,0.0
52,1.0,3.06,0,5,0,1,3.74,4,1.68
25,1.0,2.83,1,23,0,16,7.42,2,1.89
29,5.26,3.87,1,8,1,37,4.73,5,2.93
5,9.86,8.23,0,17,1,41,4.28,5,3.64
27,2.94,3.39,1,46,0,20,1.91,5,0.96
23,9.34,7.02,1,7,0,15,1.99,2,5.8
16,8.01,6.84,1,1,1,34,5.54,7,4.39
5,1.0,1.64,1,9,0,11,5.2,5,2.59
51,1.0,1.46,1,26,0,16,7.82,8,0.0
23,1.0,1.0,0,13,1,17,8.16,5,1.48
9,5.39,6.98,0,21,0,12,10.0,7,3.3
9,4.71,5.38,0,18,0,8,5.29,3,0.0
5,1.98,3.07,0,27,0,19,8.89,4,1.05
24,9.6,7.09,1,12,1,16,10.0,6,6.91
9,3.22,1.06,1,68,0,20,4.43,5,1.05
11,2.99,3.07,1,19,0,8,5.33,4,0.0
45,5.71,6.14,0,23,0,13,3.08,3,2.31
13,1.0,3.54,1,26,0,15,5.99,5,2.92
31,9.95,8.61,1,19,1,22,2.91,6,4.5
4,9.69,7.97,1,4,1,8,3.52,3,6.23
14,1.0,3.9,0,17,1,17,8.41,6,1.33
4,2.37,3.09,1,15,0,19,3.7,6,3.69
50,5.53,6.4,1,21,0,4,6.42,5,5.58
51,8.39,6.65,1,4,0,12,6.45,4,5.33
25,1.0,1.72,1,3,0,18,1.69,3,0.71
25,4.7,3.81,0,17,0,6,6.75,3,4.34
21,4.8,3.82,1,6,0,31,3.9,4,3.45
6,1.0,3.26,1,33,1,16,3.36,7,0.0
16,2.34,2.66,0,4,1,17,5.06,6,0.68
38,2.26,2.32,1,24,1,35,3.97,3,1.95
5,8.56,7.85,0,21,0,10,6.82,7,4.34
10,3.0,4.13,1,31,1,27,6.1,6,2.35
13,1.0,3.56,1,19,0,17,9.85,5,1.77
9,2.19,3.83,0,6,0,15,4.81,3,1.99
15,7.24,5.59,1,24,0,28,4.41,6,4.42
28,5.53,5.4,1,16,0,20,10.0,2,3.24
9,9.93,8.09,0,17,0,30,7.19,6,5.26
39,6.94,5.25,1,16,0,4,4.36,6,4.16
39,1.0,1.5,0,3,0,29,9.92,4,3.13
28,7.37,5.74,0,43,1,6,5.57,7,3.54
0,4.42,6.69,1,6,0,2,3.69,6,3.19
42,5.37,4.81,1,25,0,1,3.3,4,6.45
28,5.72,6.67,1,39,0,36,4.71,4,2.79
10,5.25,4.68,0,12,0,31,5.28,5,3.2
33,5.56,6.22,1,23,1,29,4.83,4,2.09
41,3.68,5.11,0,5,0,1,5.24,7,4.41
31,7.76,7.61,1,40,0,5,6.83,6,4.48
31,1.0,2.99,0,1,1,21,3.57,3,0.89
10,4.57,6.12,0,19,1,21,2.22,4,2.4
43,8.91,7.73,1,30,0,20,2.88,5,5.25
40,9.05,9.15,0,6,0,10,6.04,7,6.51
5,4.39,3.02,0,17,1,14,3.53,4,4.81
38,2.24,3.69,0,35,1,10,5.08,5,2.98
15,7.08,6.53,1,12,1,14,3.43,7,5.22
44,9.76,6.92,1,25,1,34,3.67,8,8.53
28,1.0,3.18,0,37,1,10,5.34,10,2.81
26,1.5,1.41,0,20,0,14,6.18,4,1.42
9,6.74,5.39,1,16,1,2,4.97,5,2.63
10,7.31,4.38,1,11,1,37,5.88,2,3.14
21,9.51,9.26,1,3,0,34,2.44,3,4.02
46,1.18,2.48,0,3,1,6,4.37,6,3.45
16,9.93,10.0,1,5,1,8,3.95,2,1.96
3,9.53,8.52,1,3,0,8,6.28,6,2.71
47,9.82,8.34,1,2,0,4,3.39,4,6.08
38,9.13,6.89,0,12,0,28,2.19,3,4.18
17,7.55,5.48,0,5,1,8,2.16,6,6.01
3,6.88,6.65,1,33,1,12,4.77,5,3.12
12,9.49,7.62,1,50,0,5,5.59,8,4.77
6,8.37,5.68,1,20,0,7,5.29,3,4.68
54,8.82,5.77,0,22,0,5,4.04,5,5.94
14,9.76,6.9,1,18,0,6,3.82,8,4.0
34,4.45,6.49,1,21,0,3,5.45,6,5.56
5,3.34,6.21,1,15,0,1,3.07,7,2.2
28,9.32,7.8,0,30,0,12,4.16,6,5.58
29,2.78,3.82,1,5,0,36,4.8,4,2.85
40,5.04,4.69,1,22,1,16,9.32,9,1.54
6,4.41,3.71,0,10,1,21,1.78,5,2.37
18,5.34,6.58,0,17,0,16,3.61,2,3.98
11,9.38,9.5,1,10,0,1,4.24,3,5.91
51,1.0,1.71,0,22,1,1,8.44,3,4.93
36,9.19,7.43,0,27,1,6,5.26,9,4.95
16,5.02,4.56,1,16,0,14,7.21,6,5.02
21,1.0,2.18,0,17,0,24,1.82,3,1.03
24,9.22,8.72,1,7,0,36,7.76,5,8.26
4,1.0,1.29,1,6,0,7,2.85,6,0.0
44,5.3,5.64,1,4,0,11,5.69,7,4.81
13,1.01,3.33,1,1,0,20,4.82,8,1.19
17,1.38,2.69,0,25,1,16,3.18,3,1.47
29,1.36,3.71,1,12,0,16,1.8,6,1.73
13,1.0,2.75,1,0,1,5,7.1,2,1.83
8,1.0,3.82,0,27,0,6,5.72,5,5.27
34,7.22,4.81,1,36,0,2,6.44,8,2.99
4,1.0,2.25,1,18,1,7,6.0,5,1.44
22,9.41,7.57,1,21,1,2,1.99,2,4.62
13,3.28,1.29,0,30,0,19,3.7,3,0.2
31,3.37,2.94,1,19,0,26,5.76,6,2.58
7,10.0,7.19,1,11,0,9,2.43,5,3.45
16,6.15,6.64,1,22,0,11,4.53,9,4.08
47,5.82,4.78,0,31,0,18,3.48,5,4.94
5,9.86,7.1,1,16,0,28,7.27,5,4.24
21,4.96,5.79,1,38,0,23,5.96,5,2.99
34,4.05,2.81,1,19,0,44,4.13,9,2.54
30,10.0,5.93,0,47,1,20,4.21,5,4.16
46,9.75,7.49,0,22,0,20,4.97,5,5.72
32,6.8,4.63,0,24,0,17,8.19,8,3.55
11,8.48,5.68,0,17,1,17,3.37,4,3.59
15,10.0,8.57,1,43,1,8,3.16,3,3.05
8,7.62,7.45,1,0,0,12,4.19,8,3.48
34,8.43,7.85,1,23,0,8,5.19,5,4.65
16,2.2,4.43,1,30,1,3,1.61,8,1.03
36,9.67,9.04,0,18,1,34,1.32,6,3.56
27,3.35,1.88,0,7,0,48,7.89,3,2.36
29,8.6,7.61,1,0,1,17,6.18,3,4.57
59,9.78,7.34,1,25,1,11,1.99,6,5.68
12,1.0,1.85,0,39,0,8,4.99,5,0.99
7,8.95,7.93,1,27,0,8,2.77,5,4.25
40,2.86,1.99,0,15,1,29,4.51,4,2.02
26,2.83,1.95,1,0,0,6,3.93,4,2.07
15,1.0,3.23,0,19,0,15,1.01,6,2.08
23,7.5,6.99,1,22,0,9,2.37,5,4.24
